"STATION","NAME","DATE","AWND","PGTM","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WSFI","WT01","WT03","WT08"
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-08","13.20",,"66","74","56",,"  220","  220",,,"29.1","42.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-09","13.42",,"58","63","49",,"  270","  240",,,"29.1","44.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-10","13.42",,"52","57","46",,"  240","  230",,,"25.9","36.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-11","8.05",,"47","53","41",,"  230","  240",,,"19.9","31.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-12","4.03",,"43","49","38",,"  290","  280",,,"16.1","19.0",,"    1",,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-13","7.16",,"47","59","42",,"  350","   10",,,"23.0","31.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-14","4.70",,"51","68","39",,"   80",,,,"12.1",,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-15","13.20",,"60","66","40",,"  230","  230",,,"21.9","42.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-16","6.49",,"46","60","39",,"   90",,,,"13.0",,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-17","4.03",,"53","66","43",,"   70","  100",,,"8.9","15.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-18","4.47",,"60","73","51",,"   80","   80",,,"10.1","16.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-19","7.83",,"63","80","51",,"  230","  220",,,"19.9","32.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-20","15.21",,"68","71","57",,"  220","  230",,,"25.9","40.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-21","15.66",,"59","66","51",,"  350","  350",,,"25.9","36.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-22","8.50",,"57","67","49",,"  350","  340",,,"18.1","23.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-23","16.78",,"59","63","51",,"  330","  350",,,"29.1","42.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-24","11.41",,"56","66","50",,"  350","  350",,,"28.0","38.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-25","13.87",,"60","68","53",,"  350","  230",,,"25.1","36.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-26","9.62",,"57","66","49",,"  340","  350",,,"28.0","36.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-27","8.95",,"60","73","51",,"  340","  340",,,"18.1","27.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-28","4.70",,"63","79","51",,"   70","   80",,,"12.1","16.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-29","4.92",,"68","85","54",,"  260","  250",,,"14.1","21.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-30","14.09",,"65","69","52",,"   20","   10",,,"28.0","38.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-03-31","6.49",,"60","73","48",,"   70","   60",,,"19.9","25.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-01","3.58",,"63","77","50",,"   50","   40",,,"13.0","18.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-02","2.91",,"70","87","56",,"   90","   60",,,"8.9","15.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-03","5.82",,"75","91","60",,"  220","  220",,,"15.0","21.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-04","4.92",,"77","91","62",,"  220","  230",,,"16.1","27.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-05","12.08",,"79","91","65",,"  270","  240",,,"29.1","42.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-06","8.95",,"72","77","60",,"   60","  320",,,"23.9","32.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-07","6.04",,"69","87","56",,"  200","  230",,,"18.1","25.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-08","8.28",,"77","87","65",,"  340","  350",,,"28.0","36.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-09","7.16",,"74","82","64",,"   70","   60",,,"21.0","25.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-10","3.13",,"71","87","58",,"  260","  250",,,"13.0","19.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-11","3.58",,"76","87","61",,"  280","  270",,,"12.1","15.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-12","6.71",,"75","86","64",,"   70","   90",,,"15.0","19.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-13","12.30",,"76","84","65",,"  200","  200",,,"25.9","40.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-14","13.20",,"68","76","57",,"  180","  180",,,"25.9","42.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-15","8.05"," 0014","65","74","55",,"  330","  310",,,"21.0","33.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-16","8.72",,"66","76","57",,"   40","   40",,,"25.9","33.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-17","13.65",,"65","73","57",,"   40","   50",,,"25.1","33.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-18","9.62",,"67","78","57",,"  360","   10",,,"23.0","36.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-19","7.16",,"69","87","56",,"  270","  240",,,"19.9","33.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-20","8.05",,"75","85","64",,"   60","  200",,,"16.1","23.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-21","14.32",,"74","78","66",,"  210","  220",,,"21.0","47.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-22","5.14",,"69","80","59",,"  240","  230",,,"14.1","19.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-23","6.49",,"72","85","60",,"  260","  260",,,"17.0","25.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-24","16.11",,"76","87","67",,"  240","  240",,,"32.0","46.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-25","16.11",,"72","78","63",,"  230","  220",,,"29.1","47.0",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-26","12.75",,,"70","56",,"  230","  220",,,"30.0","42.9",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-27","10.74",,,"67","52",,"  360","   10",,,"23.0","29.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-28","12.53",,,"83","60",,"  350","  340",,,"25.1","35.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-29","4.92",,,"89","62",,"   50","   10",,,"12.1","18.1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","2021-04-30","4.03"," 1735",,"97","66",,"   80","   80",,,"8.9","13.0",,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-01",,,,"56","39","41",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-02",,,,"54","33","39",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-03",,,,"55","35","42",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-04",,,,"59","38","41",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-05",,,,"62","36","42",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-06",,,,"58","35","44",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-07",,,,"59","36","41",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-08",,,,"60","35","40",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-09",,,,"59","40","42",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-10",,,,"54","33","41",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-11",,,,"57","32","36",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-12",,,,"56","33","40",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-13",,,,"63","35","43",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-14",,,,"69","40","47",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-15",,,,"69","38","51",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-16",,,,"72","45","46",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-17",,,,"70","40","46",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-18",,,,"68","41","51",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-19",,,,"58","45","51",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-20",,,,"59","48","48",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-21",,,,"65","40","49",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-22",,,,"64","44","48",,,,,,,,,"    1",
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-23",,,,"54","40","40",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-24",,,,"57","36","47",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-25",,,,"47","37","37",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-26",,,,"43","33","34",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-27",,,,"51","32","40",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-28",,,,"54","37","47",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-29",,,,"54","42","44",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-30",,,,"55","33","40",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-01-31",,,,"58","35","49",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-01",,,,"60","44","47",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-02",,,,"67","44","63",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-03",,,,"72","54","54",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-04",,,,"59","41","41",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-05",,,,"68","36","46",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-06",,,,"68","38","50",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-07",,,,"69","39","46",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-08",,,,"68","38","53",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-09",,,,"62","46","56",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-10",,,,"70","45","52",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-11",,,,"72","45","63",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-12",,,,"69","54","56",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-13",,,,"65","50","50",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-14",,,,"58","41","41",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-15",,,,"65","38","50",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-16",,,,"63","47","52",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-17",,,,"56","44","45",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-18",,,,"54","40","43",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-19",,,,"61","35","45",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-20",,,,"64","35","51",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-21",,,,"60","45","46",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-22",,,,"66","38","50",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-23",,,,"76","42","49",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-24",,,,"75","42","45",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-25",,,,,"40","43",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-26",,,,"71","32","58",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-27",,,,"60","44","44",,,,,,,,,,
"USC00264439","LAS VEGAS WEATHER FORECAST OFFICE, NV US","2021-02-28",,,,"54","39","40",,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-01",,,"42","52","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-02",,,"37","50","27",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-03",,,"40","52","30",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-04",,,"45","56","34",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-05",,,"44","59","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-06",,,"42","56","30",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-07",,,"43","58","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-08",,,"42","57","30",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-09",,,"46","54","29",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-10",,,"37","49","27",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-11",,,"38","52","26",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-12",,,"38","52","27",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-13",,,"48","65","33",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-14",,,"52","66","40",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-15",,,"49","66","36",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-16",,,"53","67","39",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-17",,,"48","65","35",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-18",,,"53","64","39",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-19",,,"46","52","40",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-20",,,"47","55","39",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-21",,,"47","59","35",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-22",,,"49","58","41",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-23",,,"40","47","34",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-24",,,"40","51","26",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-25",,,"35","41","31",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-26",,,"32","36","29",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-27",,,"34","40","28",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-28",,,"41","51","30",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-29",,,"42","46","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-30",,,"38","50","29",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-01-31",,,"42","52","30",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-01",,,"47","54","39",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-02",,,"51","62","37",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-03",,,"56","63","48",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-04",,,"44","56","34",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-05",,,"46","63","31",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-06",,,"46","61","33",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-07",,,"50","64","36",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-08",,,"51","62","38",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-09",,,"50","56","45",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-10",,,"51","63","38",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-11",,,"56","65","43",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-12",,,"54","63","47",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-13",,,"51","60","45",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-14",,,"45","54","34",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-15",,,"47","58","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-16",,,"51","57","45",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-17",,,"43","49","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-18",,,"40","50","33",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-19",,,"42","56","29",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-20",,,"47","57","37",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-21",,,"45","55","34",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-22",,,"46","61","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-23",,,"55","70","38",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-24",,,"51","66","37",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-25",,,"41","51","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-26",,,"48","63","30",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-27",,,"45","55","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-02-28",,,"39","50","31",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-01",,,"41","55","29",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-02",,,"46","63","31",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-03",,,"48","59","35",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-04",,,"49","62","35",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-05",,,"52","69","36",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-06",,,"59","71","43",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-07",,,"56","68","41",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-08",,,"58","66","48",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-09",,,"48","55","40",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-10",,,"42","49","37",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-11",,,"38","45","33",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-12",,,"36","44","32",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-13",,,"43","54","33",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-14",,,"52","63","37",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-15",,,"46","58","31",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-16",,,"41","57","28",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-17",,,"46","57","31",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-18",,,"52","66","40",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-19",,,"60","73","44",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-20",,,"57","64","50",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-21",,,"50","57","39",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-22",,,"52","61","42",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-23",,,"50","57","43",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-24",,,"52","61","44",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-25",,,"52","61","46",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-26",,,"51","58","42",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-27",,,"55","67","46",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-28",,,"58","72","43",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-29",,,"66","79","50",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-30",,,"54","62","37",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-03-31",,,"51","65","35",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-01",,,"58","71","40",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-02",,,"65","79","49",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-03",,,"73","84","57",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-04",,,"73","84","64",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-05",,,"71","81","56",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-06",,,"62","73","50",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-07",,,"66","80","48",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-08",,,"70","81","54",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-09",,,"65","75","54",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-10",,,"67","80","47",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-11",,,"69","81","51",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-12",,,"67","79","52",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-13",,,"67","76","58",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-14",,,"60","67","51",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-15",,,"56","66","41",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-16",,,"57","67","42",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-17",,,"58","66","50",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-18",,,"61","71","52",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-19",,,"66","80","47",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-20",,,"67","76","49",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-21",,,"63","71","55",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-22",,,"63","72","49",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-23",,,"69","78","57",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-24",,,"68","79","59",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-25",,,"62","71","56",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-26",,,"55","63","48",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-27",,,"53","59","39",,,,,,,,,,,
"USR0000NRER","RED ROCK NEVADA, NV US","2021-04-28",,,"65","75","56",,,,,,,,,,,
